Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,total_salary,Retirement,Health/Dental,Other Benefits,Total Benefits,total_compensation
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,20523,48884.93,10388.06,1785.57,61058.56,11955.7,12200.52,4898.28,29054.5,90113.06
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,44670,48573.09,0,0,48573.09,10817.55,10751.38,4056.99,25625.92,74199.01
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,254,"Transport Workers - Fare Inspectors, Local 250-A",9100,Street Transit,9132,Transit Fare Inspector,39315,53736.74,3830.84,2829.64,60397.22,11991.33,11277.62,4814.36,28083.31,88480.53
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5274,Landscape Architect,40447,121484.4,0,0,121484.4,24448.27,11146.24,9835.86,45430.37,166914.77
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,27273,29750.4,4.84,406.74,30161.98,6527.23,4587.51,2320.4,13435.14,43597.12
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1222,Sr Payroll & Personnel Clerk,14006,75927,5754.95,870.6,82552.55,15648.74,12424.5,6821.74,34894.98,117447.53
Calendar,2015,2,"Public Works, Transportation & Commerce",HHP,PUC Hetch Hetchy,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5300,Sub-Professional Engineering,5381,Stdntdsgn Train2/Arch/Eng/Plng,5190,9931.66,0,0,9931.66,0,2189.22,770.86,2960.08,12891.74
Calendar,2015,6,General Administration & Finance,BOS,Board of Supervisors,330,Members of Boards and Commissions - No Benefits,0900,Management,0109,Commissioner No Benefits,35339,540,0,0,540,0,32.25,41.8,74.05,614.05
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",3600,Library,3610,Library Assistant,15236,38122.7,0,731.53,38854.23,8036.74,7669.77,3189.23,18895.74,57749.97
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,11437,124958.42,1106.11,25733.26,151797.79,28854.51,11060.08,5680.37,45594.96,197392.75
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2303,Patient Care Assistant,40058,47497.18,1474.98,6054.05,55026.21,12224.65,12415.54,4381.74,29021.93,84048.14
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,10976,56531,1635.36,1121.58,59287.94,11883.08,12424.5,4895.17,29202.75,88490.69
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,18864,47053.1,0,7423.3,54476.4,12327.84,12424.5,4356.71,29109.05,83585.45
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,1,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,24503,0,0,846.47,846.47,0,68.5,64.75,133.25,979.72
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,38,"Plumbers and Pipefitters, Local 38",7300,Journeyman Trade,7347,Plumber,40110,100761.04,386.3,8770.89,109918.23,22576.92,12424.52,9045.54,44046.98,153965.21
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1823,Senior Administrative Analyst,22598,102019.05,0,0,102019.05,21037.45,12424.49,8306.13,41768.07,143787.12
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,47617,45275.73,2015.53,2053.34,49344.6,10110.52,10160.8,3922.72,24194.04,73538.64
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,790,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1632,Senior Account Clerk,13274,60207.8,87.45,0,60295.25,12394.61,12424.5,4831.99,29651.1,89946.35
Calendar,2015,1,Public Protection,CRT,Superior Court,356,Municipal Executive Association - Court,SCRT,SF Superior Court,202C,Court Supervisor II,3903,11256,0,0,11256,2094.75,1433.6,3655.87,7184.22,18440.22
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7345,Electrician,39217,83910.09,4323.46,0,88233.55,17048.35,10690.39,7105.27,34844.01,123077.56
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,27278,30015.01,1322.89,964.35,32302.25,8074.32,9072.4,2259.75,19406.47,51708.72
Calendar,2015,4,Community Health,DPH,Public Health,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7334,Stationary Engineer,3751,84511.35,3400.25,5142.28,93053.88,18074.55,12352.82,7505.5,37932.87,130986.75
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",1900,Purchasing & Storekeeping,1929,Parts Storekeeper,46339,66580,10681.82,1280.66,78542.48,13722.34,12424.5,5946.76,32093.6,110636.08
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1823,Senior Administrative Analyst,14451,93255.73,0,0,93255.73,19205.97,12424.5,7510.1,39140.57,132396.3
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,32981,40214.24,146.94,8124.83,48486.01,7213.55,0,6650.44,13863.99,62350
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,25156,68578.89,16614.24,2391.81,87584.94,19456.2,13513.08,6792.87,39762.15,127347.09
Calendar,2015,1,Public Protection,DAT,District Attorney,419,District Attorney Investigators' Association,8100,Legal & Court,8149,Asst Chf Dist Atty's Invstgtor,45718,126833.02,0,7609.98,134443,30667.45,12424.5,2243.63,45335.58,179778.58
Calendar,2015,2,"Public Works, Transportation & Commerce",HHP,PUC Hetch Hetchy,6,"Electrical Workers, Local 6",7400,Skilled Labor,7482,Power Generation Technician 2,28575,66449.57,14468.19,3403.12,84320.88,14904.7,7926.6,6783.76,29615.06,113935.94
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1823,Senior Administrative Analyst,47723,47506.9,0,4073.48,51580.38,10655.84,5822.49,4128.66,20606.99,72187.37
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1478,Senior Water Services Clerk,53191,34736,1369.4,0,36105.4,7791.29,6212.25,2928.94,16932.48,53037.88
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5400,Community Development,5408,Coord Of Citizen Involvement,24374,112146.04,0,3574.07,115720.11,22569.26,12424.5,9273.87,44267.63,159987.74
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2600,Dietary & Food,2604,Food Service Worker,17132,51405.02,1233.11,3357.16,55995.29,12639.23,12424.5,4569.27,29633,85628.29
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,43113,8892.62,0,0,8892.62,0,3794.25,713.1,4507.35,13399.97
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,5744,112692.91,1854.68,3030.68,117578.27,22303.28,12424.5,1710.5,36438.28,154016.55
Calendar,2015,2,"Public Works, Transportation & Commerce",DBI,Department of Building Inspection,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5300,Sub-Professional Engineering,5380,"Stdntdsgntrain1, Arch/Eng/Plng",21422,9834.3,0,0,9834.3,0,2341.54,763.1,3104.64,12938.94
Calendar,2015,6,General Administration & Finance,BOS,Board of Supervisors,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,45341,45395,662.75,0,46057.75,9160.82,10035.18,3549.04,22745.04,68802.79
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,351,Municipal Executive Association - Miscellaneous,9100,Street Transit,9183,"Deputy Dir I, MTA",14762,38235,0,0,38235,6932,2389.33,4191.26,13512.59,51747.59
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,23218,61712.73,3182.37,1866.61,66761.71,15432.03,13050.26,5096.59,33578.88,100340.59
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,11970,10076.7,0,219.72,10296.42,163.75,0,2572.51,2736.26,13032.68
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,130,"Automotive Machinists, Local 1414",7300,Journeyman Trade,7381,Automotive Mechanic,21005,74983,28200.68,18876.53,122060.21,18549.8,11500.37,9480.45,39530.62,161590.83
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,8979,1224.44,0,8.91,1233.35,0,0,-0.02,-0.02,1233.33
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,5823,18391.83,0,674.25,19066.08,1420.04,0,589.52,2009.56,21075.64
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,15271,83421.94,0,0,83421.94,0,6467.62,6660.29,13127.91,96549.85
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,21,"Prof & Tech Engineers - Miscellaneous, Local 21",2400,"Lab, Pharmacy & Med Techs",2481,Water Qualitytech I/II,4841,73648.85,0,0,73648.85,15274.04,11078.89,6024.42,32377.35,106026.2
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,790,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1632,Senior Account Clerk,28761,12855,0,0,12855,2883.4,2389.33,1028.92,6301.65,19156.65
Calendar,2015,2,"Public Works, Transportation & Commerce",DBI,Department of Building Inspection,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5207,Assoc Engineer,19211,116976.03,0,0,116976.03,23541.49,12424.5,9408.84,45374.83,162350.86
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",6300,Construction Inspection,6318,Construction Inspector,34956,10990.22,649.46,155.24,11794.92,2074.18,1329.04,916.01,4319.23,16114.15
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,43694,31300,0,0,31300,5674.7,4778.65,2412.83,12866.18,44166.18
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,1,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,35669,17108.9,41.33,517.04,17667.27,598.04,7406.92,1369.41,9374.37,27041.64
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1820,Junior Administrative Analyst,13721,42364.98,91.61,0,42456.59,9946.74,9548.17,3472.19,22967.1,65423.69
Calendar,2015,6,General Administration & Finance,ASR,Assessor/Recorder,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1092,IT Operations Support Admin II,23199,65201.8,0,0,65201.8,13433.9,12376.71,5113.54,30924.15,96125.95
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q052,Sergeant 3,22324,138623.97,25858.54,47067.61,211550.12,29073.04,12424.5,538.89,42036.43,253586.55
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,38311,22578.42,3243.58,938.46,26760.46,6123.56,7104.01,1897.23,15124.8,41885.26
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2903,Eligibility Worker,12441,6345,0,0,6345,1423.17,1433.6,521.97,3378.74,9723.74
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2914,Social Work Supervisor,23607,89210.03,0,1060,90270.03,18604.57,12424.51,7341.58,38370.66,128640.69
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,43058,144152.9,0,13225.81,157378.71,30200.07,12376.71,6377.28,48954.06,206332.77
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,3782,49580.03,111.26,1785.4,51476.69,0,3924.47,3985.76,7910.23,59386.92
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2328,Nurse Practitioner,5756,4299.2,0,0,4299.2,0,382.3,333.05,715.35,5014.55
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,41409,69071.89,0,15220.28,84292.17,15796.07,5791.73,5746.17,27333.97,111626.14
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,46200,64992.52,10288.01,5330.95,80611.48,19326.28,12802.14,6076.72,38205.14,118816.62
Calendar,2015,4,Community Health,DPH,Public Health,535,"SEIU - Human Services, Local 1021",2900,Human Services,2903,Eligibility Worker,13923,1110.5,0,734.04,1844.54,267.27,238.93,139.76,645.96,2490.5
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q052,Sergeant 3,13437,146835.14,9965.51,8786.19,165586.84,29541.39,12424.5,2821.12,44787.01,210373.85
Calendar,2015,1,Public Protection,JUV,Juvenile Probation,790,"SEIU - Miscellaneous, Local 1021",8300,Correction & Detention,8320,"Counselor, Juvenile Hall",29803,10547.4,1013.4,13.1,11573.9,0,0,915.51,915.51,12489.41
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,31675,56531,0,7500.46,64031.46,13790.54,12424.5,4928.17,31143.21,95174.67
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,6690,68461.79,33793.87,702.49,102958.15,18954.15,13491.94,7844.41,40290.5,143248.65
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,7551,1037.1,0,34.57,1071.67,1278.13,0,540.15,1818.28,2889.95
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7371,Electrical Transit System Mech,35765,0,0,1570.92,1570.92,0,34.25,120.18,154.43,1725.35
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1630,Account Clerk,41378,58101,0,624,58725,12103.56,12424.5,4867.66,29395.72,88120.72
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2400,"Lab, Pharmacy & Med Techs",2430,Medical Evaluations Assistant,48919,57699.11,10206.8,4474.9,72380.81,12121.36,10890.97,5925.76,28938.09,101318.9
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2905,Senior Eligibility Worker,49249,75554.48,4487.18,1520,81561.66,15853.01,12424.51,6741.56,35019.08,116580.74
Calendar,2015,1,Public Protection,ADP,Adult Probation,351,Municipal Executive Association - Miscellaneous,8300,Correction & Detention,8590,Chief Adult Prob Offcr (SFERS),9323,50864.55,0,0,50864.55,0,2962.77,3940.53,6903.3,57767.85
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2500,Med Therapy & Auxiliary,2587,Health Worker 3,39818,67114.8,1140.89,1360,69615.69,14116.1,12397.32,5462.5,31975.92,101591.61
Calendar,2015,2,"Public Works, Transportation & Commerce",HHP,PUC Hetch Hetchy,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5300,Sub-Professional Engineering,5381,Stdntdsgn Train2/Arch/Eng/Plng,16958,18512.67,0,0,18512.67,0,4078.95,1436.17,5515.12,24027.79
Calendar,2015,1,Public Protection,PDR,Public Defender,790,"SEIU - Miscellaneous, Local 1021",8100,Legal & Court,8108,Senior Legal Process Clerk,7479,56345.51,0,0,56345.51,12527.68,11946.64,4592.01,29066.33,85411.84
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9110,Fare Collections Receiver,4793,61579.73,2323.75,2603.4,66506.88,12882.08,12185.57,5208.71,30276.36,96783.24
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2900,Human Services,2920,Medical Social Worker,35541,93281.16,0,624,93905.16,19354.57,12424.5,7787.83,39566.9,133472.06
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2302,Nursing Assistant,43803,70245,29581.84,11036.05,110862.89,15707.17,12424.5,8973.94,37105.61,147968.5
Calendar,2015,3,Human Welfare & Neighborhood Development,ENV,Environment,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5600,Energy & Environment,5638,Environmental Assistant,52708,72522,0,0,72522,14947.06,12424.5,5851.68,33223.24,105745.24
Calendar,2015,6,General Administration & Finance,TIS,General Services Agency - Technology,790,"SEIU - Miscellaneous, Local 1021",7300,Journeyman Trade,7362,Communications Systems Tech,32108,7080.5,137.29,0,7217.79,1317.68,955.73,523.18,2796.59,10014.38
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,24024,25932,8116.94,2124.85,36173.79,5881.2,5734.39,2965.58,14581.17,50754.96
Calendar,2015,4,Community Health,DPH,Public Health,251,"Transport Workers - Miscellaneous, Local 250-A",6100,Health & Sanitation Inspection,6122,Sr Environmental Hlth Insp,51971,115428.79,0,990,116418.79,23424.28,12413.09,9369.63,45207,161625.79
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3279,Recreation Leader,36137,1051.63,0,0,1051.63,0,350.93,81.62,432.55,1484.18
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2940,Protective Services Worker,22633,97751.96,3328.08,2771.75,103851.79,20554.35,12401.26,8547.81,41503.42,145355.21
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2330,Anesthetist,20676,0,0,8415.1,8415.1,0,68.5,643.76,712.26,9127.36
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5300,Sub-Professional Engineering,5314,Survey Associate,29156,80290.54,0,1170,81460.54,16673.74,10245.37,5964.34,32883.45,114343.99
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",3600,Library,3616,Library Technical Assistant 1,22101,28012.26,0,8934.83,36947.09,6294.37,4856.3,2956.28,14106.95,51054.04
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2500,Med Therapy & Auxiliary,2583,Home Health Aide,29174,22041.9,188.17,1199.38,23429.45,5287.95,6033.05,1927.8,13248.8,36678.25
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,32646,119459.84,5741.55,15763.57,140964.96,23648.13,12424.5,2389.67,38462.3,179427.26
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,351,Municipal Executive Association - Miscellaneous,0900,Management,0923,Manager II,25633,127129.01,0,0,127129.01,25584.71,12424.5,17209.36,55218.57,182347.58
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,46917,0,0,250,250,0,68.5,0,68.5,318.5
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,51189,33317.17,4048.59,10131.28,47497.04,10187.36,6625.72,3660.76,20473.84,67970.88
Calendar,2015,6,General Administration & Finance,TIS,General Services Agency - Technology,790,"SEIU - Miscellaneous, Local 1021",7300,Journeyman Trade,7362,Communications Systems Tech,26722,112344.93,14602.7,621.6,127569.23,22743.61,12376.71,9918.61,45038.93,172608.16
Calendar,2015,3,Human Welfare & Neighborhood Development,WOM,Department of the Status of Women,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1824,Pr Administrative Analyst,48461,104642.52,0,0,104642.52,21521.98,12424.5,8188.88,42135.36,146777.88
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1900,Purchasing & Storekeeping,1950,Assistant Purchaser,35795,37082,0,0,37082,1660,8123.71,2967.28,12750.99,49832.99
Calendar,2015,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H002,Firefighter,44061,112159.76,16600.6,18539.19,147299.55,24756.8,15052.76,2502.33,42311.89,189611.44
Calendar,2015,6,General Administration & Finance,TTX,Treasurer/Tax Collector,790,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1632,Senior Account Clerk,3641,46418.87,1821.18,0,48240.05,9407.08,10411.49,3879.35,23697.92,71937.97
Calendar,2015,6,General Administration & Finance,TTX,Treasurer/Tax Collector,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1052,IS Business Analyst,22566,24634,0,0,24634,4584.4,3822.92,1967.81,10375.13,35009.13
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3264,Camp Assistant,51253,4643.71,0,3.58,4647.29,0,2171.3,360.57,2531.87,7179.16
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,9871,1724.37,0,0.88,1725.25,0,934.82,133.58,1068.4,2793.65
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,22,"Prof & Tech Engineers - Personnel, Local 21",1400,"Clerical, Secretarial & Steno",1454,Executive Secretary 3,12808,0,0,115.16,115.16,0,0,8.81,8.81,123.97
Calendar,2015,1,Public Protection,SHF,Sheriff,498,Deputy Sheriffs' Association,8300,Correction & Detention,8304,Deputy Sheriff,48849,94400.52,7965.86,8915.84,111282.22,25042.04,11995.15,1862.09,38899.28,150181.5
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,41913,8022.4,0,0,8022.4,0,3416.73,645.56,4062.29,12084.69
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2303,Patient Care Assistant,3160,69833.86,0,10638.11,80471.97,17112.67,12351.33,6363.61,35827.61,116299.58
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2310,Surgical Procedures Technician,11037,64946.42,3236.14,1596.85,69779.41,13585.87,10710.16,5623.15,29919.18,99698.59
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,48192,55593.7,81.04,0,55674.74,12407.19,12424.5,4276.02,29107.71,84782.45
Calendar,2015,6,General Administration & Finance,TTX,Treasurer/Tax Collector,790,"SEIU - Miscellaneous, Local 1021",4300,Revenue,4334,"Investigator, Tax Collector",4194,92337.04,307.69,0,92644.73,18757.35,12424.5,7446.64,38628.49,131273.22
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,21,"Prof & Tech Engineers - Miscellaneous, Local 21",2900,Human Services,2992,Contract Compliance Officer 1,4883,34001.56,0,0,34001.56,0,4289.38,2627.84,6917.22,40918.78
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q062,Lieutenant 3,7966,158357.07,1335.97,19012.81,178705.85,31918.37,12424.49,2993.2,47336.06,226041.91
Calendar,2015,7,General City Responsibilities,UNA,General Fund Unallocated,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1444,Secretary 1,19305,0,0,3605.79,3605.79,0,0,275.84,275.84,3881.63
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,21,"Prof & Tech Engineers - Miscellaneous, Local 21",6300,Construction Inspection,6318,Construction Inspector,20610,18644.99,239.55,0,18884.54,0,2789.54,1462.04,4251.58,23136.12
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,252,"Transport Workers - Auto Svc Workers, Local 250-A",7400,Skilled Labor,7410,Automotive Service Worker,17212,54100.28,0,4962.33,59062.61,13334.63,11659.32,4727.72,29721.67,88784.28
Calendar,2015,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,20800,38420.87,0,6978.84,45399.71,9160.3,4483.21,744.56,14388.07,59787.78
Calendar,2015,6,General Administration & Finance,HSS,Health Service System,790,"SEIU - Miscellaneous, Local 1021",1200,Personnel,1210,Benefits Analyst,40685,5780.01,0,0,5780.01,1296.46,955.73,463.13,2715.32,8495.33
